local_id,year,title,doi,openalex_id,paper_no,article_no,crossref_candidate_doi,crossref_title_similarity,openalex_title_similarity,local_author_count,network_author_nodes
publication:2017:43f79baf0960,2017,Strength and Strain Hardening of a Selective Laser Melted AlSi10Mg Alloy,10.1016/j.scriptamat.2017.07.025,https://openalex.org/W2741045317,,45,10.1016/j.scriptamat.2017.07.025,1.0,1.0,7,7
publication:2017:49390a02cd01,2017,Sustainable Product Family Configuration Based on a Platform Strategy,10.1080/09544828.2017.1393657,https://openalex.org/W2766184279,,731,10.1080/09544828.2017.1393657,1.0,1.0,2,2
publication:2017:83bde1296a16,2017,Sustainable platform identification for product family design,10.1016/j.jclepro.2016.12.073,https://openalex.org/W2566414625,,567,10.1016/j.jclepro.2016.12.073,1.0,1.0,2,2
publication:2016:2d0fb3147a66,2016,A Cost-Driven Design Methodology for Additive Manufactured Variable Platforms in Product Families,10.1115/1.4032504,https://openalex.org/W2289266064,,041701,10.1115/1.4032504,1.0,1.0,3,3
publication:2016:497d6a1f2d0e,2016,A Customized 3D Printed Sensor Development Framework for Component Condition Monitoring,,,,,10.1784/204764216819257169,0.6447,,7,7
publication:2016:ad12ba27d8a2,2016,A Disassembly Complexity Assessment Method for Sustainable Product Design,10.1109/ieem.2016.7798121,https://openalex.org/W2564081365,,,10.1109/ieem.2016.7798121,0.9931,0.9931,4,4
publication:2016:5cd3e45b309e,2016,A production-inventory system with a Markovian service queue and lost sales,10.1016/j.jkss.2015.05.002,https://openalex.org/W644155582,,14,10.1016/j.jkss.2015.05.002,1.0,1.0,2,2
publication:2016:40cb707708c6,2016,An Additive Manufacturing Process Model for Product Family Design,10.1080/09544828.2016.1228101,https://openalex.org/W2524238214,,11,10.1080/09544828.2016.1228101,1.0,1.0,4,5
publication:2016:82d01d268046,2016,An Additive Manufacturing Resource Allocation Framework for Multi-Material Part Design,,,,,10.1016/j.addma.2023.103945,0.5728,,4,4
publication:2016:c7d55b96c158,2016,An Efficient Way of Investigating the Intrinsic Size Effect in Machining,10.1177/0954405415612378,https://openalex.org/W2275756482,,1622,10.1177/0954405415612378,1.0,1.0,3,4
publication:2016:b9b312a92cc5,2016,An Integration of Function- and Affordance-based Methods for Product-service System Utilizing Finite State Automata,10.1109/ieem.2016.7797941,https://openalex.org/W2561893399,,,10.1109/ieem.2016.7797941,1.0,1.0,4,4
publication:2016:b7b5a11d9ac3,2016,Commonality and Performance Metrics of Product Families Implemented with Additive Manufactured Variable Platforms,,,,,10.32657/10356/69590,0.7619,,4,4
publication:2016:236ddd15ef0c,2016,Decision Support System Design for Repair Decision in Remanufacturing,,,,,10.1016/j.procir.2016.01.085,0.687,,3,3
publication:2016:12f27b30f7b1,2016,Effect of 3D Printing Technology in a Production-Manufacturing System: Queueing Theoretic Approach,,,,,10.1007/978-3-030-49150-5_5,0.3541,,3,3
publication:2016:4cf33b331d54,2016,Geometric influence in selective laser melted Ti6Al4V alloy,,,,,10.3390/cryst13020306,0.6569,,3,3
publication:2016:c03605a6033f,2016,Global Views on Modular Design Research: Linking Alternative Methods to Support Modular Product Family Structure Design,,,,07031,10.1115/1.4033654,0.8954,,5,5
publication:2016:209be4fbb93b,2016,"Grasp and index finger reach zone during one-handed smartphone rear interaction: Effects of task type, phone width, and hand length",10.1080/00140139.2016.1146346,https://openalex.org/W2294024866,,1462,10.1080/00140139.2016.1146346,1.0,1.0,5,6
publication:2016:e10151f3380e,2016,Hybrid layering scanning-projection micro-stereolithography for fabrication of conical microlens array and hollow microneedle array,10.1016/j.mee.2015.12.007,https://openalex.org/W2191301466,,15,10.1016/j.mee.2015.12.007,1.0,1.0,3,3
publication:2016:787b8f17e284,2016,Influence of the Geometric Factor for The Width of the Contour Scan in Selective Laser Melting,,https://openalex.org/W2586364478,,,10.1016/j.addma.2015.12.001,0.5467,1.0,3,6
publication:2016:104bdf65ff16,2016,Multidisciplinary Design Optimization for Additive Manufactured Customized Products,,,,,10.1016/j.jcde.2016.10.001,0.794,,3,3
publication:2016:730e2ef505f3,2016,User-Centered Design for Additive Manufacturing as a Customization Strategy,,https://openalex.org/W2577577885,,,10.32657/10356/81023,0.6389,1.0,4,9
publication:2016:11ca8de43dc2,2016,Voice Coil Navigation Sensor for Flexible Silicone Intubation,10.1109/tmech.2015.2476836,https://openalex.org/W2293626157,,851,10.1109/tmech.2015.2476836,1.0,1.0,5,7
publication:2015:a7e52d1ac2c3,2015,A decision support system for market-driven product positioning and design,10.1016/j.dss.2014.11.010,https://openalex.org/W1985960350,,82,10.1016/j.dss.2014.11.010,1.0,1.0,2,2
publication:2015:4ba697a03c57,2015,Additive Manufacturing Design Future Selection for Variable Product Platforms,,,,,10.1115/detc2015-46665,0.67,,3,3
publication:2015:e17dae89a140,2015,A Mechanistic Cutting Force Model with Consideration of the Intrinsic and Geometric Size Effects Decoupled,10.1007/s00170-015-7227-7,https://openalex.org/W278718426,,745,10.1007/s00170-015-7227-7,1.0,1.0,3,4
publication:2015:97d7d57dd58d,2015,Analysis of production/inventory systems integrated with service queues,,,,,10.1080/00207728308926536,0.6906,,3,3
publication:2015:1b93229e591f,2015,Assessing and generating modules for product recovery in eco-product family development,,,DETC2015-47130,,10.1115/detc2015-47130,0.7571,,2,2
publication:2015:c3764d377f09,2015,Decision making criteria for sustainable remanufacturing,10.1007/978-3-319-19006-8_10,https://openalex.org/W1673712813,,,10.1007/978-3-319-19006-8_10,1.0,1.0,3,3
publication:2015:3a361ad38813,2015,Design Knowledge Representation to Support Personalised Additive Manufacturing,10.1080/17452759.2015.1107942,https://openalex.org/W2218348844,,217,10.1080/17452759.2015.1107942,1.0,1.0,3,4
publication:2015:5836ad012bdb,2015,Design for Additive Manufacturing in Customized Products,10.1007/s12541-015-0305-9,https://openalex.org/W2241810574,,11,10.1007/s12541-015-0305-9,1.0,1.0,3,4
publication:2015:875f7ab7e359,2015,Flexible Membrane Wing Warping Using Tendon-Sheath Mechanism,10.1109/med.2015.7158816,https://openalex.org/W1607522896,,,10.1109/med.2015.7158816,1.0,1.0,3,5
publication:2015:d57ea1a3765e,2015,Halide ions assisted synthesis of different α-Fe2O3 hollow structures and their lithium ion storage properties,10.1002/cplu.201402236,https://openalex.org/W1963721807,,522,10.1002/cplu.201402236,0.9145,0.9145,8,13
publication:2015:0b1156988bc8,2015,Modeling and Observation of Compressive Behaviors of Closed Cellular Structures using Central Voronoi Tessellation Concepts,10.1007/s12541-015-0316-6,https://openalex.org/W2180734429,,12,10.1007/s12541-015-0316-6,0.9919,0.9919,5,5
publication:2015:0a441224f3d4,2015,Quality Control of 3D Printed Parts in Selective Laser Melting Process,,,,,10.1115/detc2015-47983,0.6506,,4,4
publication:2015:b9d7b3f5edfe,2015,Real-time Product Recovery Decision Making Algorithm for Sustainability,,,,,10.1109/cstic.2015.7153380,0.566,,3,3
publication:2015:e1a1ecadd3d7,2015,Redefining Product Family Design for Additive Manufacturing,,https://openalex.org/W2803003645,,,10.32657/10356/66496,0.8739,1.0,3,4
publication:2015:2681215966f7,2015,The Additive Manufacturing Process Setting's Feasible Space Exploration and Association with Variable Product Platform Design,10.1115/detc2015-46665,https://openalex.org/W2324766553,DETC2015-46665,,10.1115/detc2015-46665,0.996,0.996,3,3
publication:2014:17a92f1f6e34,2014,3D Printing as an Efficient Way for Comparative Study of Biomimetic Structures - Trabecular Bone and Honeycomb,10.1007/s12206-014-1031-4,https://openalex.org/W1990056613,,11,10.1007/s12206-014-1031-4,1.0,1.0,3,5
publication:2014:2747fe2f486e,2014,A Formal Model of Human Interactions for Service Ecosystem Design,10.1115/detc2014-34839,https://openalex.org/W2066889412,DETC2014-34839,,10.1115/detc2014-34839,1.0,1.0,4,7
publication:2014:ce22598178df,2014,A Framework to Identify Sustainability Indicators for Product Design,10.1109/ieem.2014.7058597,https://openalex.org/W2003584035,,,10.1109/ieem.2014.7058597,1.0,1.0,6,8
publication:2014:bad715a7a587,2014,A New Approach for Product Design by Integrating Assembly and Disassembly Sequence Structure Planning,10.1007/978-3-319-13359-1_20,https://openalex.org/W1003853258,,,10.1007/978-3-319-13359-1_20,1.0,1.0,4,4
publication:2014:3739ab4921e4,2014,A time-dependent busy period queue length formula the M/E_k/1 queue,,,,98,10.3390/math7080717,0.6761,,3,3
publication:2014:2f4ee28d9c93,2014,Application of 3D Printing Technology for Designing Light-Weight Unmanned Aerial Vehicle Wing Structures,10.1007/s40684-014-0028-x,https://openalex.org/W1969241835,,223,10.1007/s40684-014-0028-x,1.0,1.0,4,6
publication:2014:bd55215630c1,2014,Customization Design Knowledge Representation to Support Additive Manufacturing,10.3850/978-981-09-0446-3_098,https://openalex.org/W2314600240,,,10.3850/978-981-09-0446-3_098,1.0,1.0,3,4
publication:2014:e1b306ebcb6d,2014,Decision Support Systems Design for Data-driven Management,10.1115/detc2014-34871,https://openalex.org/W2014175168,DETC2014-34871,,10.1115/detc2014-34871,1.0,1.0,2,3
publication:2014:c1af3921610f,2014,Effects of Weight Balance on a 3D TV Shutter Type Glasses: Subjective Discomfort and Physical Contact Load on the Nose,10.1016/j.ergon.2014.10.005,https://openalex.org/W2081394620,,801,10.1016/j.ergon.2014.10.005,1.0,1.0,7,7
publication:2014:1ec2f3683f5c,2014,Inflatable Wing Design for Micro UAVs using Indirect 3D Printing,10.1109/urai.2014.7057386,https://openalex.org/W2040598524,,,10.1109/urai.2014.7057386,1.0,1.0,2,2
publication:2014:175584c7a23c,2014,Influence of substrate heating on hole geometry and spatter area in femtosecond laser drilling of silicon,10.1063/1.4875928,https://openalex.org/W1977934366,,18,10.1063/1.4875928,1.0,1.0,5,8
publication:2014:c15d227a2195,2014,Intentional and Unintentional Medication Nonadherence – Comparing Older and Younger Adults,10.1177/1541931214581034,https://openalex.org/W2157613878,,,10.1177/1541931214581034,1.0,1.0,4,4
publication:2014:2722853af6b0,2014,M/M/1 Queue with a Production Inventory System and Lost Sale,10.1016/j.amc.2014.02.033,https://openalex.org/W2086926218,,534,10.1016/j.amc.2014.02.033,0.96,0.96,2,2
publication:2014:28f08d1f3be3,2014,Orientation Measurement based on Magnetic Inductance by Extended Distributed Multi-Pole Model,10.3390/s140711504,https://openalex.org/W2161350666,,11504,10.3390/s140711504,0.9789,0.9789,3,4
publication:2014:03974a2e6929,2014,Platform Design Variable Identification for a Product Family using Multi-objective Particle Swarm Optimization,10.1007/s00163-013-0166-0,https://openalex.org/W2038991891,,95,10.1007/s00163-013-0166-0,1.0,1.0,3,3
publication:2014:7f5e52c8f2ea,2014,Working Principles of 3D Xerography,10.3850/978-981-09-0446-3_100,https://openalex.org/W2318012682,,,10.3850/978-981-09-0446-3_100,1.0,1.0,3,6
publication:2013:95fae8c73f31,2013,A Product-Service System Model for Identifying Design Factors,10.1115/detc2013-12543,https://openalex.org/W2170541262,DETC2013-12543,,10.1115/detc2013-12543,1.0,1.0,3,3
publication:2013:8122de95a84f,2013,A decision support system for market segment driven product design,,https://openalex.org/W2589872124,,,10.1016/j.dss.2014.11.010,0.8286,1.0,2,3
publication:2013:047f6078c16d,2013,A product-service system design framework using objective-oriented concepts and blueprint,,https://openalex.org/W2531011378,,,10.1109/cacwd.2004.1349226,0.5132,1.0,4,5
publication:2013:c38b58825ddd,2013,Additive Manufacturing and Topology Optimization to Support Product Family Design,10.1201/b15961-93,https://openalex.org/W2497916598,,,10.1201/b15961-93,1.0,1.0,3,5
publication:2013:235e505a1e57,2013,An Additive Manufacturing Resource Process Model for Product Family Design,10.1109/ieem.2013.6962485,https://openalex.org/W2333645238,,,10.1109/ieem.2013.6962485,1.0,1.0,3,4
publication:2013:8f84de1c84b5,2013,An Efficient Branch-and-bound Algorithm for Interface-based Modular Product Design,10.1115/detc2012-70712,https://openalex.org/W2044527643,,044502,10.1115/detc2012-70712,0.9139,0.9139,3,5
publication:2013:0f02cddca1b8,2013,Application of dynamic value-attribute modeling in a product family,,,,,10.1115/1.4007448,0.481,,4,4
publication:2013:9e5f527c9d67,2013,Change Propagation Analysis for Sustainability in Product Design,10.1109/ieem.2013.6962536,https://openalex.org/W2331906628,,,10.1109/ieem.2013.6962536,1.0,1.0,6,7
publication:2013:cef3cd24f415,2013,Estimation of Singapore's hourly solar radiation using hybrid-Markov transition matrices method,10.1007/s12541-013-0044-8,https://openalex.org/W2005127446,,323,10.1007/s12541-013-0044-8,1.0,1.0,5,6
publication:2013:6340e0c2d49c,2013,Service Reliability Improvement in Manufacturing and Operating Systems,10.1007/s12541-013-0189-5,https://openalex.org/W2043076510,,1401,10.1007/s12541-013-0189-5,1.0,1.0,5,6
publication:2013:55c5770642e4,2013,Service-Oriented FMEA and Grey Relational Analysis Based Approach to Service Reliability Assessment,,,,12,10.1016/j.mcm.2011.07.042,0.5213,,3,3
publication:2013:b7e2b5ba6dd5,2013,The Job-Centered PSS Blueprint for Designing a Product-Service System,,,,319,10.1145/3468013.3468326,0.4564,,3,3
publication:2012:90206b4f417d,2012,A Market-based Design Strategy for a Universal Product Family,10.1115/1.4007395,https://openalex.org/W2152884471,,11,10.1115/1.4007395,1.0,1.0,2,2
publication:2012:5dc9ee2c2e21,2012,A Product-Service System Design Framework based on a Business Ecosystem,10.1115/detc2012-70731,https://openalex.org/W2044403579,DETC2012,,10.1115/detc2012-70731,1.0,1.0,3,3
publication:2012:734167876f31,2012,Considering Context: The Role of Task Characteristics in Users' Perceptions of Usability,,,,543,10.1080/10447318.2011.622973,0.766,,4,4
publication:2012:a81a133191bd,2012,Design Factor Identification for a Product-Service System,,,,,10.1007/978-981-13-0863-5_1,0.708,,4,4
publication:2012:9a1fafb293bc,2012,Determination of Optimal Location of Circuit Board and Battery on 3D Glasses by Considering Nose Load and Subjective Discomfort,10.1037/e572172013-390,https://openalex.org/W4230582905,,,10.1037/e572172013-390,1.0,1.0,7,7
publication:2012:674fc11fc440,2012,Objective Product Family Design Analysis Using Self-Organization Map,,,,,10.32657/10356/66496,0.5312,,2,2
publication:2012:30d8187d2b39,2012,Service Reliability Evaluation using Fuzzy Failure Mode Effects Analysis and Grey Theory,,,,,10.1108/09576060110391174,0.6187,,3,3
publication:2012:7f29d6967156,2012,Universal Product Family Design for Human Variability and Aesthetics,10.1201/b12525-9,https://openalex.org/W2953712238,,,10.1201/b12525-9,1.0,1.0,4,5
publication:2011:eaa095d24f84,2011,A Module-based Service Model for Mass Customization: Service Family Design,10.1080/07408171003705383,https://openalex.org/W2034977279,,153,10.1080/07408171003705383,1.0,1.0,4,5
publication:2011:d073d81bcba0,2011,Design and Assessment of Ergonomics of Hand-Powered Pruning Shears Based on Gender-Specific Operating Strategy,10.1037/e578902012-358,https://openalex.org/W4235001533,,,10.1037/e578902012-358,1.0,1.0,4,4
publication:2011:3e2ed98473a8,2011,Determination of Optimal Grip Span between a Bicycle Handlebar and a Brake Lever by Using a Two-Dimensional Biomechanical Hand Model,10.1037/e578902012-350,https://openalex.org/W4235786362,,,10.1037/e578902012-350,1.0,1.0,4,4
publication:2011:ba9cbf1becfa,2011,Effects of mental workload and operator control on perceived usability,10.1037/e578902012-259,https://openalex.org/W4250062030,,,10.1037/e578902012-259,1.0,1.0,4,5
publication:2011:3c1ccc3ce581,2011,Platform Strategy for Product Family Design using Particle Swarm Optimization,10.1115/detc2011-48060,https://openalex.org/W2088474238,DETC2011,,10.1115/detc2011-48060,1.0,1.0,3,3
